DateTime,Open,High,Low,Close,Volume
2025-06-05 12:45:00+05:30,167.35,167.64,166.91,167.01,408604
2025-06-05 13:00:00+05:30,167.09,167.38,167.01,167.2,170081
2025-06-05 13:15:00+05:30,167.26,167.39,167.06,167.14,172862
2025-06-05 13:30:00+05:30,167.1,167.23,166.56,166.7,263735
2025-06-05 13:45:00+05:30,166.75,167.0,166.69,166.91,61337
2025-06-05 14:00:00+05:30,166.91,167.01,166.55,166.94,227516
2025-06-05 14:15:00+05:30,166.93,166.94,166.52,166.75,144851
2025-06-05 14:30:00+05:30,166.82,167.1,166.61,167.0,155305
2025-06-05 14:45:00+05:30,167.0,167.14,166.62,166.9,222627
2025-06-05 15:00:00+05:30,166.93,167.1,166.53,166.66,517351
2025-06-05 15:15:00+05:30,166.69,167.2,166.66,167.19,613708
2025-06-06 09:15:00+05:30,167.19,167.86,166.75,167.14,368529
2025-06-06 09:30:00+05:30,167.16,167.37,166.95,166.99,232417
2025-06-06 09:45:00+05:30,166.99,167.3,166.82,167.0,184910
2025-06-06 10:00:00+05:30,166.99,168.17,166.41,167.16,473859
2025-06-06 10:15:00+05:30,167.24,169.24,166.45,169.22,601710
2025-06-06 10:30:00+05:30,169.22,170.69,169.08,170.01,1749660
2025-06-06 10:45:00+05:30,170.04,171.2,169.6,170.79,1267511
2025-06-06 11:00:00+05:30,170.79,171.26,170.18,170.8,469085
2025-06-06 11:15:00+05:30,170.8,171.9,170.8,171.13,510546
2025-06-06 11:30:00+05:30,171.06,171.9,170.52,171.89,356609
2025-06-06 11:45:00+05:30,171.9,171.9,171.51,171.72,266495
2025-06-06 12:00:00+05:30,171.68,172.4,171.68,172.19,510796
2025-06-06 12:15:00+05:30,172.16,172.85,171.6,172.8,512773
2025-06-06 12:30:00+05:30,172.75,173.45,172.31,173.09,1087286
2025-06-06 12:45:00+05:30,173.17,173.79,172.88,173.6,747970
2025-06-06 13:00:00+05:30,173.52,173.72,172.6,173.04,710501
2025-06-06 13:15:00+05:30,173.03,173.38,172.62,173.15,544080
2025-06-06 13:30:00+05:30,173.13,173.29,172.62,172.9,490738
2025-06-06 13:45:00+05:30,172.89,173.0,172.62,172.88,229350
2025-06-06 14:00:00+05:30,172.88,173.45,172.65,173.39,341712
2025-06-06 14:15:00+05:30,173.39,173.44,172.85,172.95,232614
2025-06-06 14:30:00+05:30,172.9,173.15,172.76,173.09,365115
2025-06-06 14:45:00+05:30,173.09,173.18,172.9,172.98,310977
2025-06-06 15:00:00+05:30,172.97,173.47,172.82,173.35,893844
2025-06-06 15:15:00+05:30,173.32,174.23,173.2,173.43,2362226
2025-06-09 09:15:00+05:30,175.3,178.71,174.98,177.02,3926913
2025-06-09 09:30:00+05:30,177.17,178.9,176.7,178.79,1852113
2025-06-09 09:45:00+05:30,178.82,182.1,178.79,181.72,5071472
2025-06-09 10:00:00+05:30,181.8,182.88,181.61,182.56,2229197
2025-06-09 10:15:00+05:30,182.56,184.9,182.5,183.75,4163977
2025-06-09 10:30:00+05:30,183.75,185.3,182.8,185.09,3201150
2025-06-09 10:45:00+05:30,185.06,185.76,184.93,185.44,2015521
2025-06-09 11:00:00+05:30,185.45,185.6,184.56,185.13,1399609
2025-06-09 11:15:00+05:30,185.12,185.6,184.24,184.91,1588941
2025-06-09 11:30:00+05:30,184.89,185.4,184.52,185.32,1053669
2025-06-09 11:45:00+05:30,185.27,185.36,184.5,184.95,844349
2025-06-09 12:00:00+05:30,184.97,185.4,184.8,185.36,864560
2025-06-09 12:15:00+05:30,185.36,185.5,185.0,185.39,732242
2025-06-09 12:30:00+05:30,185.4,185.5,184.95,185.22,768644
2025-06-09 12:45:00+05:30,185.22,186.43,185.0,185.75,1921365
2025-06-09 13:00:00+05:30,185.79,185.85,185.36,185.61,748203
2025-06-09 13:15:00+05:30,185.57,186.0,185.52,185.99,706668
2025-06-09 13:30:00+05:30,185.99,186.1,185.1,185.5,908776
2025-06-09 13:45:00+05:30,185.47,185.76,185.25,185.6,558879
2025-06-09 14:00:00+05:30,185.64,186.25,185.61,186.0,1169517
2025-06-09 14:15:00+05:30,186.0,186.9,185.8,186.8,1315471
2025-06-09 14:30:00+05:30,186.76,186.85,186.21,186.25,1375856
2025-06-09 14:45:00+05:30,186.26,187.24,186.25,186.45,1793190
2025-06-09 15:00:00+05:30,186.45,186.53,185.8,185.96,1769569
2025-06-09 15:15:00+05:30,185.96,187.46,185.7,186.1,4392440
2025-06-10 09:15:00+05:30,186.05,186.1,183.3,183.31,1744430
2025-06-10 09:30:00+05:30,183.3,184.24,182.81,182.99,816658
2025-06-10 09:45:00+05:30,183.0,183.1,182.08,182.2,497642
2025-06-10 10:00:00+05:30,182.2,184.1,182.11,183.65,694439
2025-06-10 10:15:00+05:30,183.6,183.9,183.32,183.65,285049
2025-06-10 10:30:00+05:30,183.65,184.09,183.6,183.7,174161
2025-06-10 10:45:00+05:30,183.7,183.76,182.5,182.5,257379
2025-06-10 11:00:00+05:30,182.57,183.45,182.5,183.25,180677
2025-06-10 11:15:00+05:30,183.21,183.35,182.61,182.7,96393
2025-06-10 11:30:00+05:30,182.63,182.8,181.8,182.13,346329
2025-06-10 11:45:00+05:30,182.13,182.52,182.1,182.3,117013
2025-06-10 12:00:00+05:30,182.33,182.5,182.15,182.34,114150
2025-06-10 12:15:00+05:30,182.34,182.65,182.08,182.2,160184
2025-06-10 12:30:00+05:30,182.2,182.51,182.11,182.47,96043
2025-06-10 12:45:00+05:30,182.48,183.15,182.11,182.89,299089
2025-06-10 13:00:00+05:30,182.89,183.09,182.73,182.8,71264
2025-06-10 13:15:00+05:30,182.77,182.77,182.52,182.7,81012
2025-06-10 13:30:00+05:30,182.7,182.95,182.57,182.7,46821
2025-06-10 13:45:00+05:30,182.7,182.83,182.38,182.53,104134
2025-06-10 14:00:00+05:30,182.51,182.6,181.9,182.01,206245
2025-06-10 14:15:00+05:30,182.01,182.04,181.0,181.22,491614
2025-06-10 14:30:00+05:30,181.2,181.3,180.8,181.0,274620
2025-06-10 14:45:00+05:30,181.0,181.1,180.61,180.85,248654
2025-06-10 15:00:00+05:30,180.89,181.5,180.73,181.2,584163
2025-06-10 15:15:00+05:30,181.24,181.34,180.8,180.86,685369
2025-06-11 09:15:00+05:30,181.25,181.47,179.35,179.5,810834
2025-06-11 09:30:00+05:30,179.55,180.03,179.25,179.62,215385
2025-06-11 09:45:00+05:30,179.62,180.19,179.57,180.19,181641
2025-06-11 10:00:00+05:30,180.19,180.6,180.02,180.4,273445
2025-06-11 10:15:00+05:30,180.4,181.0,180.35,180.83,440118
2025-06-11 10:30:00+05:30,180.83,181.56,180.43,181.4,654923
2025-06-11 10:45:00+05:30,181.4,182.2,181.15,182.19,745190
2025-06-11 11:00:00+05:30,182.19,182.3,181.8,181.9,349011
2025-06-11 11:15:00+05:30,181.9,182.02,181.25,181.25,225259
2025-06-11 11:30:00+05:30,181.29,182.4,181.21,182.35,375413
2025-06-11 11:45:00+05:30,182.32,182.69,182.21,182.37,495506
2025-06-11 12:00:00+05:30,182.37,182.37,181.93,182.11,240641
2025-06-11 12:15:00+05:30,182.09,182.53,181.96,182.11,186230
2025-06-11 12:30:00+05:30,182.13,182.23,181.83,182.09,343632
2025-06-11 12:45:00+05:30,182.13,182.5,181.92,182.19,164093
2025-06-11 13:00:00+05:30,182.2,182.4,182.03,182.13,187724
2025-06-11 13:15:00+05:30,182.1,182.23,181.66,181.87,1116632
2025-06-11 13:30:00+05:30,181.87,182.3,181.73,181.95,560012
2025-06-11 13:45:00+05:30,181.94,181.95,180.87,181.84,825429
2025-06-11 14:00:00+05:30,181.85,181.9,181.32,181.8,568541
2025-06-11 14:15:00+05:30,181.8,182.11,181.55,182.0,537416
2025-06-11 14:30:00+05:30,181.92,181.98,180.9,180.96,227195
2025-06-11 14:45:00+05:30,180.92,181.5,180.9,181.17,242798
2025-06-11 15:00:00+05:30,181.18,182.88,181.13,182.64,938340
2025-06-11 15:15:00+05:30,182.62,182.66,182.0,182.35,919812
2025-06-12 09:15:00+05:30,182.46,182.47,180.69,180.93,388667
2025-06-12 09:30:00+05:30,180.92,182.84,180.8,181.15,500390
2025-06-12 09:45:00+05:30,181.16,183.6,181.03,182.32,779919
2025-06-12 10:00:00+05:30,182.3,182.63,182.0,182.22,143349
2025-06-12 10:15:00+05:30,182.17,182.2,181.71,182.0,95987
2025-06-12 10:30:00+05:30,182.0,182.19,181.4,181.42,72965
2025-06-12 10:45:00+05:30,181.45,181.45,181.01,181.06,217101
2025-06-12 11:00:00+05:30,181.15,181.37,180.78,180.96,164030
2025-06-12 11:15:00+05:30,180.97,181.4,180.82,181.37,78706
2025-06-12 11:30:00+05:30,181.39,181.39,180.78,180.83,63637
2025-06-12 11:45:00+05:30,180.85,180.9,180.1,180.1,114747
2025-06-12 12:00:00+05:30,180.1,180.23,179.83,180.04,180931
2025-06-12 12:15:00+05:30,180.04,180.1,179.56,180.0,98290
2025-06-12 12:30:00+05:30,180.0,180.66,179.96,180.53,80460
2025-06-12 12:45:00+05:30,180.53,180.59,180.18,180.33,84347
2025-06-12 13:00:00+05:30,180.31,180.36,180.05,180.27,38616
2025-06-12 13:15:00+05:30,180.28,180.29,179.2,179.39,138884
2025-06-12 13:30:00+05:30,179.4,179.5,178.7,178.71,185082
2025-06-12 13:45:00+05:30,178.71,178.95,178.32,178.76,124946
2025-06-12 14:00:00+05:30,178.85,178.85,177.61,177.83,314167
2025-06-12 14:15:00+05:30,177.75,178.74,177.51,178.46,150692
2025-06-12 14:30:00+05:30,178.46,178.94,178.36,178.61,83997
2025-06-12 14:45:00+05:30,178.55,178.69,178.3,178.45,58509
2025-06-12 15:00:00+05:30,178.4,178.55,177.81,178.0,382080
2025-06-12 15:15:00+05:30,177.99,178.0,176.87,177.09,566710
